respondent_id,lhj_code,region,size,agency,supervisor_status,domain,topic,imp_rank,skill_rank
_055,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_056,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_057,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_058,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_059,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_060,QGZ,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_061,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_062,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_063,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_064,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_065,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_066,QGZ,Region 1,Small,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_067,TDK,Region 1,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_068,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_069,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_070,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_071,WBW,Region 5,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_072,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_073,WBW,Region 5,Large,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Unable to perform
_074,PQS,Region 4,Large,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_075,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_076,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_077,PRF,Region 4,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_078,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_079,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_080,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_081,PQS,Region 4,Large,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_082,KRO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_083,KRO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_084,KRO,Region 1,Small,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_085,JMO,Region 1,Small,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_086,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_087,HPF,Region 4,Large,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_088,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_089,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_090,KRO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_091,QGZ,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_092,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_093,SMA,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_094,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_095,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_096,SMA,Region 1,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_097,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_098,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_099,QGZ,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_100,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_101,QGZ,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_102,KRO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_103,NCJ,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_104,NCJ,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_105,NCJ,Region 2,Small,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_106,NCJ,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_107,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_108,CYQ,Region 5,Small,Tribal Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_109,STW,Region 5,Small,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_110,NDQ,Region 3,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_111,NDQ,Region 3,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_112,NCJ,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_113,TDK,Region 1,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Expert
_114,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_115,NDQ,Region 3,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_116,NDQ,Region 3,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_117,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_118,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_119,KRO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_120,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_121,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_122,ZGF,Region 4,Frontier,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_123,QGZ,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_124,ZGF,Region 4,Frontier,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_125,RIP,Region 4,Frontier,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_126,FHK,Region 1,Frontier,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Unable to perform
_127,PRF,Region 4,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_128,NCJ,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_129,WBE,Region 1,Frontier,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_130,TDK,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_131,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_132,KNN,Region 1,Frontier,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_133,CYQ,Region 5,Small,Tribal Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_134,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_135,PRF,Region 4,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_136,JZC,Region 3,Frontier,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_137,YKE,Region 2,Small,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Beginner
_138,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_139,NCJ,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_140,LQD,Region 4,Small,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_141,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_142,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_143,PQS,Region 4,Large,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_144,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_145,HVJ,Region 3,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_146,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_147,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_148,INE,Region 5,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_149,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_150,INE,Region 5,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_151,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_152,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_153,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_154,EUP,Region 2,Large,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Beginner
_155,TDK,Region 1,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_156,PRF,Region 4,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_157,KNA,Region 5,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_158,WBW,Region 5,Large,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_159,RZY,Region 5,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_160,PRF,Region 4,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_161,DDI,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_162,CKZ,Region 5,Large,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_163,YLZ,Region 4,Medium,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_164,WBW,Region 5,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_165,PRF,Region 4,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_166,ZKQ,Region 2,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_167,DDI,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_168,DDI,Region 1,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_169,ACX,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_170,VKQ,Region 2,Frontier,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_171,ACX,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_172,ACX,Region 2,Small,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_173,YNM,Region 3,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_174,YKE,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_175,YKE,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_176,JSO,Region 3,Large,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_177,EUP,Region 2,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_178,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_179,ACX,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_180,YKE,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_181,DDI,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_182,HVJ,Region 3,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_183,DDI,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_184,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_185,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_186,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_187,ZAP,Region 4,Large,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_188,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_189,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_190,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_191,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_192,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_193,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_194,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_195,EUP,Region 2,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_196,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_197,XHF,Region 2,Small,Tribal Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_198,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_199,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_200,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_201,YLZ,Region 4,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_202,GMU,Region 1,Frontier,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_203,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_204,PQS,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_205,GMU,Region 1,Frontier,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_206,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_207,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_208,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Beginner
_209,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_210,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_211,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_212,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_213,HPF,Region 4,Large,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_214,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_215,JMO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_216,JMO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_217,JMO,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_218,QGZ,Region 1,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_219,YOH,Region 1,Frontier,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_220,LVI,Region 4,Small,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_221,LVI,Region 4,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_222,ZAP,Region 4,Large,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_223,LVI,Region 4,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_224,IWH,Region 5,Small,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_225,DDI,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_226,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_227,IWH,Region 5,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_228,IWH,Region 5,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_229,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_230,IWH,Region 5,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_231,IWH,Region 5,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_232,IWH,Region 5,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_233,IWH,Region 5,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_234,LVI,Region 4,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_235,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_236,DDI,Region 1,Medium,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_237,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_238,ZAP,Region 4,Large,County Health Department,Supervisor,systems,integ_trends_programs,Not Important,NA
_239,ZAP,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_240,OXR,Region 2,Small,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Beginner
_241,OXR,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_242,OXR,Region 2,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_243,IAB,Region 4,Small,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Beginner
_244,GMU,Region 1,Frontier,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_245,IWH,Region 5,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_246,IWH,Region 5,Small,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_247,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_248,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_249,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Proficient
_250,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_251,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_252,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_253,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_254,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_255,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Beginner
_256,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_257,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_258,ZAP,Region 4,Large,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Expert
_259,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_260,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_261,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_262,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_263,WGN,Region 3,Small,Tribal Health Department,Executive,systems,integ_trends_programs,NA,NA
_264,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_265,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_266,JSO,Region 3,Large,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Proficient
_267,ZKQ,Region 2,Medium,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_268,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_269,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_270,YNM,Region 3,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_271,SMA,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_272,VUP,Region 4,Small,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_273,EUP,Region 2,Large,County Health Department,Supervisor,systems,integ_trends_programs,Very important,Beginner
_274,LVI,Region 4,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_275,ZKQ,Region 2,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Somewhat important,NA
_276,SMA,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_277,VUP,Region 4,Small,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_278,SMA,Region 1,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_279,HVJ,Region 3,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_280,EUP,Region 2,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_281,RZY,Region 5,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_282,INE,Region 5,Medium,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_283,EUP,Region 2,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_284,EUP,Region 2,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_285,INE,Region 5,Medium,County Health Department,Supervisor,systems,integ_trends_programs,Moderately important,Beginner
_286,EUP,Region 2,Large,County Health Department,Executive,systems,integ_trends_programs,NA,NA
_287,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_288,HVJ,Region 3,Medium,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_289,JSO,Region 3,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
_290,HPF,Region 4,Large,County Health Department,Non-supervisor,systems,integ_trends_programs,NA,NA
