respondent_id,lhj_code,region,size,agency,supervisor_status,domain,topic,imp_rank,skill_rank
_062,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_063,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_064,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_065,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_066,QGZ,Region 1,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_067,TDK,Region 1,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_068,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_069,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_070,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_071,WBW,Region 5,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_072,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_073,WBW,Region 5,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_074,PQS,Region 4,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_075,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_076,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Beginner
_077,PRF,Region 4,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_078,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_079,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_080,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_081,PQS,Region 4,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_082,KRO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_083,KRO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_084,KRO,Region 1,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_085,JMO,Region 1,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_086,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Unable to perform
_087,HPF,Region 4,Large,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_088,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_089,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_090,KRO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_091,QGZ,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_092,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_093,SMA,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_094,TDK,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_095,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_096,SMA,Region 1,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_097,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_098,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_099,QGZ,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_100,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_101,QGZ,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_102,KRO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_103,NCJ,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Expert
_104,NCJ,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_105,NCJ,Region 2,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_106,NCJ,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_107,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_108,CYQ,Region 5,Small,Tribal Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_109,STW,Region 5,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_110,NDQ,Region 3,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_111,NDQ,Region 3,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_112,NCJ,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_113,TDK,Region 1,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_114,TDK,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_115,NDQ,Region 3,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_116,NDQ,Region 3,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_117,TDK,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_118,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Expert
_119,KRO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_120,TDK,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_121,TDK,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_122,ZGF,Region 4,Frontier,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_123,QGZ,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_124,ZGF,Region 4,Frontier,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_125,RIP,Region 4,Frontier,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_126,FHK,Region 1,Frontier,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_127,PRF,Region 4,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_128,NCJ,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_129,WBE,Region 1,Frontier,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_130,TDK,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_131,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_132,KNN,Region 1,Frontier,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_133,CYQ,Region 5,Small,Tribal Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_134,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_135,PRF,Region 4,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_136,JZC,Region 3,Frontier,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_137,YKE,Region 2,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_138,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_139,NCJ,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_140,LQD,Region 4,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_141,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_142,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_143,PQS,Region 4,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_144,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_145,HVJ,Region 3,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_146,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_147,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_148,INE,Region 5,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_149,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_150,INE,Region 5,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_151,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_152,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_153,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_154,EUP,Region 2,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_155,TDK,Region 1,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_156,PRF,Region 4,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_157,KNA,Region 5,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_158,WBW,Region 5,Large,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_159,RZY,Region 5,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_160,PRF,Region 4,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_161,DDI,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Expert
_162,CKZ,Region 5,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_163,YLZ,Region 4,Medium,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_164,WBW,Region 5,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_165,PRF,Region 4,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_166,ZKQ,Region 2,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_167,DDI,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_168,DDI,Region 1,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_169,ACX,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Expert
_170,VKQ,Region 2,Frontier,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_171,ACX,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_172,ACX,Region 2,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_173,YNM,Region 3,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_174,YKE,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_175,YKE,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_176,JSO,Region 3,Large,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_177,EUP,Region 2,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_178,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_179,ACX,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_180,YKE,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_181,DDI,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_182,HVJ,Region 3,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_183,DDI,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_184,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_185,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_186,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_187,ZAP,Region 4,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_188,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_189,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Beginner
_190,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_191,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_192,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_193,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_194,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_195,EUP,Region 2,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_196,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_197,XHF,Region 2,Small,Tribal Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_198,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_199,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_200,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_201,YLZ,Region 4,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_202,GMU,Region 1,Frontier,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_203,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_204,PQS,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_205,GMU,Region 1,Frontier,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_206,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_207,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_208,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_209,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_210,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_211,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_212,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_213,HPF,Region 4,Large,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_214,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Expert
_215,JMO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Expert
_216,JMO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_217,JMO,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_218,QGZ,Region 1,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_219,YOH,Region 1,Frontier,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_220,LVI,Region 4,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_221,LVI,Region 4,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_222,ZAP,Region 4,Large,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_223,LVI,Region 4,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_224,IWH,Region 5,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_225,DDI,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_226,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_227,IWH,Region 5,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_228,IWH,Region 5,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_229,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_230,IWH,Region 5,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_231,IWH,Region 5,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_232,IWH,Region 5,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_233,IWH,Region 5,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_234,LVI,Region 4,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Beginner
_235,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_236,DDI,Region 1,Medium,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_237,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Expert
_238,ZAP,Region 4,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_239,ZAP,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_240,OXR,Region 2,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_241,OXR,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_242,OXR,Region 2,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Beginner
_243,IAB,Region 4,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_244,GMU,Region 1,Frontier,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_245,IWH,Region 5,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_246,IWH,Region 5,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_247,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_248,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_249,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_250,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_251,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_252,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_253,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_254,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Beginner
_255,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_256,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_257,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_258,ZAP,Region 4,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_259,HPF,Region 4,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_260,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_261,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_262,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_263,WGN,Region 3,Small,Tribal Health Department,Executive,justice,desc_val_diversity,NA,NA
_264,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_265,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_266,JSO,Region 3,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_267,ZKQ,Region 2,Medium,County Health Department,Executive,justice,desc_val_diversity,NA,NA
_268,JSO,Region 3,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_269,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_270,YNM,Region 3,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_271,SMA,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Not Important,NA
_272,VUP,Region 4,Small,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_273,EUP,Region 2,Large,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_274,LVI,Region 4,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_275,ZKQ,Region 2,Medium,County Health Department,Supervisor,justice,desc_val_diversity,NA,NA
_276,SMA,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Moderately important,Proficient
_277,VUP,Region 4,Small,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
_278,SMA,Region 1,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_279,HVJ,Region 3,Medium,County Health Department,Non-supervisor,justice,desc_val_diversity,Very important,Proficient
_280,EUP,Region 2,Large,County Health Department,Non-supervisor,justice,desc_val_diversity,Somewhat important,NA
